Subject,Movement,Segment1,Segment2,TotalAngleAvgError,TotalEulerAvgError,MeanSquaredError,Standard Deviation
P2,18,RightUpperArm,T8,48.03085380437523,[130699.73439658  70843.84031132 167114.98380821],92.87107026988568,9.63696374746142
P2,18,RightUpperArm,RightForeArm,29.10027393533482,[ 52800.57851115 105606.90650268  39189.02652234],169.95117672591073,13.036532388864407
P2,18,LeftUpperArm,T8,29.483471439611517,[80172.23825624 50521.09358931 72723.78225928],256.28865655601095,16.009017976003744
P2,18,LeftUpperArm,LeftForeArm,24.574395454604957,[46068.58275328 85529.53093045 21438.6025087 ],190.54833135224146,13.803924490964208
P2,18,RightForeArm,RightHand,44.2322022363629,[ 72755.8188233  135777.63783876  93436.29952968],242.02978065813727,15.557306343263196
P2,18,LeftForeArm,LeftHand,43.948139187460484,[ 93750.53636186 179609.9759604   69469.26339242],95.02656651547186,9.748157083032252
P2,18,T8,Pelvis,15.564663808292243,[21204.94975147 27954.42252023 61338.38457523],46.43668228501147,6.814446586848522
P2,18,Pelvis,RightUpperLeg,12.166017569749926,[12909.44644589 29952.1936344  43625.51217647],38.15629269986988,6.1770780066201105
P2,18,Pelvis,LeftUpperLeg,29.724047639165285,[  6934.45463022   5392.39566011 137080.18058469],42.721349843155785,6.536157115856058
P2,18,RightUpperLeg,RightLowerLeg,8.2423582373126,[17983.68477944 13478.5755508  26730.61943859],21.226948115401523,4.607271222253094
P2,18,LeftUpperLeg,LeftLowerLeg,27.217645912946413,[ 11932.46584708  10097.08406841 123790.95294107],103.18839613912927,10.15816893633539
P2,18,RightLowerLeg,RightFoot,14.136434390771846,[16613.23401808 26623.13526713 53769.48056487],78.40418580888408,8.854613814779507
P2,18,LeftLowerLeg,LeftFoot,13.32061254245025,[20340.05634492 11002.407037   53582.17920112],38.23484378950693,6.183433010028242
